processed_text,sentiment
"I bought wallet niece ended returning it. The quality poor. The wallet really hard use compartments open way. Also, wallet actually looked fake (not sure is) XOXO upside down. You cannot tell looking picture.",negativo
The wheels bag lasted less two months. The bag basically unusable.,negativo
"This first online shoe order. I figured would pretty safe since slip-on. I'm usually size 11 12, I ordered 12. While feet pretty wide, I've never purchase wide shoes.These shoes incredibly tight. They long inch, width unbearably constricted. They reminded squeezing pair tight rock-climbing boots -- I really squish get feet in.The result uncomfortable, going back. I expected 'slip-on' shoes. It gets two instead one since quality appears great",negativo
"I purchased two scarves first washing thread hems unraveled, producing ragged fringe around. These bandanas thin, flimsy, worth time money",negativo
I several pairs genuine Birkenstock sandals. The Betula sandals clearly inferior. A light grade leather used straps makes impossible slip foot into.T.H. Grov,negativo
"With title like 'swirl skirt,' expect fabric able to, well, swirl. But fabric stiff comfortable. Plus, cut (of size 12 least) awkward, giving tummy bubble even there. And last thing I want tummy look bigger actually is. So I recommed item",negativo
"I ordered jacket pictured, I received entirely different Bernardo jacket. Customer service re-ordered I got incorrect jacket. I bother ordering unless customer service assures inventory glitch corrected",negativo
You sent model different one I asked!!!!I live Chile ..... way returning ......,negativo
"I liked boots first couple weeks-they warm comfy, however durable -after month use soles holes. My freind experienced problem.They great feet warmers weather dry, waterproof.",negativo
"I ordered ""classic"" jockey breif, I currently own, new units received approximately 2"" taller side compared current briefs, labeled Jockey Classic.??",negativo
"I used wear lame-ass Y-fronts I kid boring folks shopping. I made switch thongs I got girlfriend made clear I ditch grandpa undies. So I did, gladly! There's way I could go back 'maxi' sh*t anymore. I tried one old pairs months ago look freakin HUGE!! I'm talking fat-guy big. You realize big try modern stuff. So here's advice: still putting either boxers briefs throw trash right go buy something smaller. You'll happy",negativo
"Very disappointing! I ordered STRETCH jeans. I paid postage get find STRETCH jeans. I called cust. service. He spent enough time another department find jeans must mismarked (Bealls cust.serv.) sent another pair I would get thing. In order get money back I return item. Now I've paid postage again! Yes I receive $12.99 credit jeans, postage? This fault! The item INCORRECT!! Your Return Policy indicates yo uWILL pay postage, need see copy (which I also put return box) I ordered, please feel free contact me. I printed I fax it, scan & email it, snail mail it, however would like receive it. Please return shipping costs I paid product apparently mismarked. thanks, Debbie Pearson P.S. I see title description corrected show ARE NOT stretch jeans -- wish I would known I would writing review. If satisfaction given purchases via amazon, especially Bealls",negativo
"The wrong item mailed me. I checked order I recieved item make sure mistake part, wasn't. I recieved armband iPod nano I ordered armband iPod video. Luckily I able sell friend mine instead send back.",negativo
"This nice looking wallet, internal design leaves something desired.There internal flap used credit cards, etc, makes wallet thick - even fill cards. I tempted cut (it stitched inside) make wallet less cumbersome.The credit card slots also tight - pry cards - run risk cracking splitting cards.There nice display license - small hole cut push license thumb needed (it also tight slot)",negativo
"The fabric, texture color extremely cheap quality. It looked faded unattractive I return refund. Don't bother like good quality nice clothes.",negativo
I ordered 7.5 M I always wear shoe. I even get foot shoe. I tell way narrow. I know length foot go in. I return them. I buy another pair Daniel Green's I knew sure sizes really run. 0 Stars,negativo
Ordered pair...and lost first order. Had contact amazon help. Finally got order..and pants small. So..had RE order larger size. Got pants SAME size last. Wrote back saying I know TWO pair pants small.First denied sending wrong size..then later wrote back saying make mistate new order correct size way postage lables send pants back. Well month later still recieved pants lables. Have wrote half dozen emails asking reply help..NO REPLY. Never POOR customer service,negativo
Company sent two one shirt shirt. I ordered 3 different shirts. This shirt large size short! Not I expected. Asked company fix problem shirts Christmas gifts daughter. I received fill form two weeks later correction problem.,negativo
"Oh My. It enhanced rolls instead hide them. It help bones sticking butt, noticeable. Not worth money charged it.",negativo
"The Zen cover work good. I cut one flaps covers ""buttons"" made right. I ended taking cover even use anymore. It's worth getting",negativo
The sound works light,negativo
"Ordered wand x-mas took us vacation. When Santa came carribean wand work. No light, sound cheap plastic thrill anybody.",negativo
"I ordered items mid June, credit card billed June 22. However I discovered two weeks later that, despite billed credit card items purchased Andrew Christian, order never sent them. I assured order would completed promptly (I told I needed clothing July 19, otherwise I would need items all)). The order given UPS July 17 expected delivery date July 21. Consequently I directed UPS return order unopened. The handling entire mess slopppy, billing credit card two weeks order even placed unethical shameful.",negativo
"I bought mom gift thinking, ""hey, they're cheap, shearling good?"" Not much. The insides slippers felt similar burlap. They sturdy! Not comfy.They also ran size smaller I ordered. I'm size 7, 8's little small feet.",negativo
"I high expectations socks given previous experiences brand. The socks narrow foot tight around ankle. They comfortable wear overall, big disappointment",negativo
"ordered buckle, one shown pictures, received different buckle, red white blue confederate flag, knife/buckle",negativo
"Very hard use, maybe lot practice would get easier. Don't buy planning use immediately. This I got discouraged. Just time play sitting box",negativo
I ordered pajamas xmas gift someone loves Happy Bunny. The pj's cheaply made pants short...it say anywhere description capri length. They definitely worth price,negativo
